

,,xiya:LeftElbow1,,,xiya:LeftElbow2,,,xiya:LeftElbow3,,,xiya:LeftHand1,,,xiya:LeftHand2,,,xiya:LeftHand3,,,xiya:RightElbow1,,,xiya:RightElbow2,,,xiya:RightElbow3,,,xiya:RightHand1,,,xiya:RightHand2,,,xiya:RightHand3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1229,0,-148.626,365.023,1342.55,-97.361,381.484,1299.31,-154.178,460.835,1380.27,-152.076,556.219,1402,-158.394,595.177,1432.17,-118.687,555.874,1442.05,265.89,338.558,1375.02,239.13,356.712,1317.24,276.556,441.326,1433.61,285.604,514.742,1430.76,296.104,572.013,1479.19,251.529,525.917,1484.37
1230,0,-150.556,365.647,1337.86,-98.5148,381.253,1294.35,-155.155,461.717,1374.02,-153.569,557.712,1393.7,-159.349,596.961,1422.99,-120.511,558.351,1434.12,267.226,339.505,1371.16,239.715,356.483,1313.26,279.553,443.347,1428.38,287.895,516.157,1422.84,298.857,573.671,1471.15,254.035,528.294,1477.74
1231,0,-151.741,365.935,1332.78,-99.5806,381.061,1289.07,-156.664,463.038,1366.6,-155.465,559.368,1384.91,-162.032,598.914,1413.61,-122.056,560.474,1425.04,268.654,339.722,1366.63,240.918,356.622,1308.87,281.348,444.518,1421.64,290.308,517.707,1414.5,301.597,575.675,1463.36,256.865,530.56,1470.56
1232,0,-152.101,366.169,1327.06,-100.879,380.616,1283.29,-157.451,463.933,1359.01,-156.937,560.538,1375.2,-163.944,600.556,1403.47,-123.585,562.739,1415.55,269.963,340.506,1361.87,241.611,356.093,1303.97,282.715,445.656,1415.46,292.839,519.37,1405.74,304.36,577.839,1454.97,259.289,532.791,1462.43
1233,0,-153.341,366.387,1321.24,-102.003,380.098,1277.27,-158.769,464.948,1350.88,-158.601,561.724,1365.14,-165.546,602.348,1392.63,-125.327,564.788,1405.54,271.107,340.845,1356.85,242.441,355.63,1298.6,285.097,447.008,1408.42,295.481,521.122,1396.59,307.363,579.298,1444.99,262.158,535.013,1454.07
1234,0,-154.721,366.396,1315.11,-103.334,379.607,1271,-160.511,465.631,1342.73,-160.677,562.67,1354.74,-167.572,603.807,1381.32,-127.134,566.79,1394.77,272.88,341.623,1351.25,243.392,355.285,1293.22,287.381,448.014,1401.1,298.224,522.933,1387.04,310.339,581.564,1434.71,265.135,537.386,1445.05
1235,0,-156.327,366.51,1308.69,-104.602,378.781,1264.25,-162.02,466.096,1333.91,-162.747,563.349,1343.81,-169.287,605.129,1369.11,-128.968,568.539,1383.37,273.646,341.67,1345.46,244.279,354.66,1287.25,290.191,450.005,1392.88,301.059,524.772,1377.12,313.198,582.705,1423.63,268.238,539.125,1435.11
1236,0,-157.49,366.073,1301.65,-106.172,377.179,1256.84,-164.007,466.437,1324.59,-165.947,563.786,1332.75,-171.381,606.392,1356.27,-130.864,570.254,1371.45,275.3,341.995,1339.17,245.135,353.789,1280.98,292.869,451.158,1384.12,303.973,526.602,1366.82,315.816,584.267,1411.27,270.901,541.219,1424.7
1237,0,-158.887,365.652,1294.43,-107.629,375.842,1249.44,-165.599,466.54,1314.59,-167.976,564.151,1320.13,-173.565,607.246,1342.57,-133.045,571.208,1358.99,276.78,342.181,1332.84,246.053,352.614,1274.81,293.755,451.253,1375.73,306.953,528.382,1356.16,319.101,585.518,1399.66,273.546,543.312,1413.84
1238,0,-160.324,364.915,1286.59,-109.188,374.044,1241.63,-167.764,466.38,1304.29,-169.784,563.993,1306.65,-175.742,607.594,1328.34,-135.433,572.395,1345.52,278.307,341.541,1326.13,246.926,351.63,1268.29,295.731,452.093,1366.24,309.981,530.068,1345.13,323.608,587.456,1387.17,275.896,545.226,1402.39
1239,0,-162.053,364.03,1278.87,-110.805,371.942,1233.53,-169.522,465.884,1293.11,-171.736,563.498,1292.7,-177.881,607.488,1313.14,-137.565,572.99,1331.32,280.26,341.355,1319.43,247.597,349.966,1261.47,297.928,452.79,1356.39,313.039,531.61,1333.73,326.662,588.176,1373.37,279.788,547.248,1389.79
1240,0,-163.732,362.699,1270.52,-112.479,369.527,1225.19,-171.546,464.927,1281.71,-173.571,562.403,1278.04,-180.424,606.952,1297.33,-139.954,573.147,1317.06,281.53,341.199,1311.68,248.504,348.281,1254.06,301.227,453.989,1345.44,316.107,532.955,1321.98,329.44,588.709,1359.17,281.899,548.674,1377
1241,0,-165.531,361.166,1261.94,-114.205,366.794,1216.64,-173.805,463.906,1269.91,-175.86,561.017,1263.12,-182.856,606.116,1281.08,-142.326,573.083,1301.69,283.542,340.576,1303.77,249.362,346.547,1246.23,302.98,453.726,1334,319.161,534.045,1309.85,332.017,588.589,1343.95,285.287,549.603,1363.92
1242,0,-167.445,359.185,1253.38,-115.979,363.737,1207.91,-175.758,462.337,1257.77,-178.337,559.203,1247.8,-185.388,605.03,1264.47,-144.359,572.615,1285.95,284.769,339.57,1295.25,249.809,345.105,1238.36,305.169,453.517,1322.31,322.176,534.815,1297.33,334.605,588.618,1328.3,288.68,550.26,1349.96
1243,0,-169.492,357.25,1244.4,-117.797,360.352,1199.04,-178.263,460.573,1245.43,-181.119,557.013,1232.2,-187.985,603.283,1247.29,-146.826,571.727,1269.8,286.861,338.834,1286.92,250.54,342.489,1229.95,308.094,453.192,1310.05,325.121,535.198,1284.43,337.5,587.43,1311.73,291.731,550.192,1335.15
1244,0,-171.1,355.036,1235.14,-119.653,356.636,1190.06,-180.733,458.355,1232.87,-183.905,554.396,1216.28,-189.819,601.255,1229.26,-149.74,570.29,1253.11,287.865,336.901,1278.2,250.966,339.7,1221.97,310.205,452.015,1297.41,327.966,535.12,1271.12,339.979,585.941,1294.88,294.694,549.769,1319.99
1245,0,-173.251,352.282,1225.9,-121.541,352.588,1181.01,-182.558,455.705,1219.79,-186.946,551.071,1200.17,-193.272,598.321,1211.42,-152.74,568.365,1236.34,289.37,335.341,1269.43,251.216,336.772,1213.35,311.849,450.753,1284.93,330.675,534.502,1257.38,342.055,584.57,1277.53,296.982,549.431,1304.4
1246,0,-175.281,349.456,1216.39,-123.453,348.207,1171.93,-185.401,452.588,1206.54,-189.642,547.088,1183.64,-196.552,594.53,1192.96,-155.77,565.741,1219.19,290.783,333.079,1260.76,251.619,333.522,1205.21,313.299,449.111,1272.43,333.212,533.259,1243.2,343.873,582.447,1259.81,298.989,548.634,1288.3
1247,0,-176.945,346.219,1206.85,-125.382,343.497,1162.85,-187.916,448.802,1193.25,-191.221,542.339,1166.43,-199.36,589.72,1174.18,-158.838,562.457,1201.58,291.716,330.544,1251.53,251.977,329.862,1196.69,314.859,447.26,1259.91,335.534,531.302,1228.53,345.449,579.862,1242.35,300.446,547.266,1272.17
1248,0,-178.998,342.556,1197.45,-127.318,338.459,1153.83,-189.867,444.486,1179.64,-194.021,536.857,1149.23,-202.349,583.981,1155.06,-161.864,558.058,1183.54,293.541,327.632,1242.81,253.193,325.144,1188.51,316.344,445.178,1247.14,337.619,528.498,1213.35,346.957,576.918,1224.93,301.458,545.454,1255.84
1249,0,-181.067,338.381,1188.27,-129.25,333.1,1144.88,-192.572,439.664,1166.25,-196.739,530.195,1131.83,-205.074,577.682,1135.77,-164.246,553.124,1165.42,295.216,324.613,1233.67,253.908,320.969,1179.75,317.706,442.414,1233.4,339.235,524.974,1197.62,348.31,573.214,1207.43,302.747,543.012,1239.34
1250,0,-182.729,333.953,1179.09,-131.165,327.426,1136.06,-195.018,434.312,1153.09,-199.324,522.91,1114.43,-208.088,570.586,1117.03,-166.758,548.038,1147.31,296.314,321.394,1223.71,254.814,316.688,1170.77,319.409,439.062,1220.2,340.892,520.139,1181.44,349.582,568.749,1189.4,304.263,539.767,1222.5
1251,0,-184.425,329.327,1170.45,-133.051,321.448,1127.39,-196.997,428.272,1139.94,-201.941,515.296,1097.14,-211.061,563.216,1098.25,-169.647,542.161,1129.51,297.383,317.904,1214.18,255.364,311.471,1161.63,320.752,434.75,1206.07,341.4,514.988,1164.44,350.995,563.063,1170.88,306.293,535.678,1205.63
1252,0,-185.905,324.317,1161.61,-134.893,315.176,1118.92,-199.413,422.026,1127.42,-204.644,507.222,1080.4,-214.132,555.1,1079.74,-172.491,535.27,1111.69,298.306,313.73,1204.84,254.505,306.562,1153.27,321.691,430.591,1192.08,342.009,508.782,1147.68,352.142,556.331,1152.27,308.155,530.571,1188.65
1253,0,-187.159,319.138,1153,-136.674,308.625,1110.69,-201.974,415.299,1114.97,-207.668,498.469,1064.72,-217.265,546.366,1061.68,-175.406,528.017,1094.36,298.739,309.13,1195.23,256.359,299.829,1144.02,322.514,424.857,1177.71,342.575,502.058,1130.25,353.019,549.637,1133.05,309.982,525.211,1171.63
1254,0,-188.777,313.531,1144.59,-138.377,301.812,1102.72,-203.349,407.991,1102.41,-210.758,489.327,1049.59,-220.279,536.646,1043.85,-178.256,519.795,1077.46,299.084,304.565,1186.2,253.855,295.686,1135.99,324.122,418.58,1163.52,342.269,494.39,1113.44,353.51,542.266,1114.65,311.4,519.197,1154.54
1255,0,-189.948,307.281,1136.65,-139.98,294.754,1095.05,-205.979,400.278,1090.62,-213.567,479.464,1034.83,-222.897,525.859,1026.45,-181.264,510.712,1060.98,299.429,299.647,1177.31,253.576,289.3,1127.73,324.177,413.067,1150.14,342.176,486.793,1097.06,354.104,533.918,1096.09,312.051,513.053,1137.46
1256,0,-191.587,301.03,1128.87,-141.462,287.474,1087.72,-207.467,391.91,1079.1,-215.383,468.584,1020.02,-225.333,513.992,1009.64,-183.687,500.917,1045.04,299.849,294.187,1168.5,253.298,282.204,1119.41,324.33,407.807,1137.74,341.496,477.853,1080.8,354.165,525.263,1078.55,312.313,506.076,1120.51
1257,0,-193.133,294.245,1121.58,-142.801,279.997,1080.75,-209.595,383.068,1068.2,-217.137,456.781,1005.59,-227.716,501.437,993.651,-185.652,490.261,1029.34,299.907,288.127,1160.08,252.549,275.2,1112.02,324.575,399.504,1124.37,341.906,468.793,1065.54,354.083,516.324,1061.63,311.941,498.814,1103.84
1258,0,-194.696,287.427,1114.93,-143.969,272.349,1074.17,-210.979,373.972,1057.7,-218.608,444.246,991.446,-229.625,488.713,978.37,-187.236,479.435,1014.25,300.463,282.654,1151.89,252.487,268.147,1104.49,323.922,393.653,1111.78,341.458,459.279,1050.69,353.453,506.492,1044.46,310.999,490.847,1087.56
1259,0,-196.339,280.505,1109,-144.94,264.56,1068.02,-212.724,364.722,1047.93,-220.223,431.591,978.131,-231.567,476.374,964.25,-188.415,468.381,999.695,299.954,276.248,1143.34,252.16,260.416,1097.24,323.297,386.721,1099.89,341.103,449.286,1035.89,352.735,496.03,1027.68,310.629,482.09,1071.5
1260,0,-197.053,273.645,1102.46,-145.683,256.665,1062.31,-214.162,355.256,1038.86,-221.893,419.273,965.866,-232.966,463.892,950.78,-189.552,457.033,985.802,300.401,269.712,1135.66,251.383,252.502,1090.56,324.106,377.263,1087.39,340.425,438.427,1021.14,351.834,484.338,1011.11,310.34,472.584,1055.72
1261,0,-198.408,266.436,1097.15,-146.173,248.741,1057.14,-215.655,345.776,1030.13,-224.64,407.044,955.489,-234.518,451.448,937.856,-190.831,445.145,973.058,299.557,263.294,1128.28,250.582,244.519,1084.2,323.254,369.496,1076.02,339.341,427.247,1006.47,350.954,472.888,994.545,309.974,462.612,1040.35
1262,0,-199.213,259.321,1091.53,-146.061,240.689,1052.34,-217.044,335.903,1022.1,-226.815,395.381,945.781,-235.783,438.566,925.508,-192.298,433.238,961.109,299.231,256.707,1121.42,249.682,236.139,1078.64,321.86,360.747,1064.47,337,415.141,992.592,349.73,460.104,978.793,309.45,452.368,1025.65
1263,0,-199.264,252.024,1086.3,-146.627,232.711,1048.11,-218.305,325.773,1014.41,-229.196,383.638,937.108,-237.357,425.144,913.87,-194.206,421.01,950.342,298.268,250.085,1114.73,248.845,227.822,1073.37,321.603,350.9,1053.78,334.452,402.446,979.45,348.286,447.392,963.883,308.53,441.491,1011.43
1264,0,-199.324,244.529,1081.79,-145.414,224.83,1044.25,-219.157,315.178,1007.57,-230.886,371.525,928.779,-239.245,410.998,902.98,-196.373,408.728,940.435,297.303,243.561,1109.12,248.718,218.9,1068.66,320.809,341.658,1043.13,332.863,389.945,967.807,346.573,434.544,949.798,306.84,430.741,997.423
1265,0,-199.106,236.97,1077.64,-145.354,216.778,1041.15,-219.595,304.638,1001.3,-232.516,358.447,920.757,-241.006,396.249,892.763,-198.732,396.082,931.23,296.383,237.018,1103.44,247.925,210.919,1064.09,319.454,331.968,1034.1,331.299,378.389,956.426,344.45,421.559,936.807,304.687,419.593,984.498
1266,0,-198.673,229.219,1073.97,-143.355,209.189,1038.12,-219.88,293.835,995.321,-233.309,344.4,912.731,-242.441,381.066,883.483,-201.002,383.46,922.616,295.381,230.361,1098.13,246.545,203.421,1059.95,317.385,323.371,1025.25,330.307,366.292,946.249,342.145,408.626,924.429,302.117,408.197,971.983
1267,0,-198.24,221.602,1070.49,-141.996,201.917,1036.23,-220.394,282.854,990.108,-234.157,329.587,905.558,-243.72,366.011,875.055,-202.883,370.798,914.475,294.146,223.529,1093.2,244.955,195.705,1056.53,315.758,313.476,1016.61,328.916,354.045,936.426,339.482,395.187,912.783,299.14,397.021,960.345
1268,0,-196.94,213.483,1067.51,-140.482,193.737,1033.78,-220.037,271.7,985.026,-234.105,314.926,898.419,-245.1,350.86,867.6,-204.59,357.785,906.756,292.672,216.939,1088.6,243.463,187.353,1053.08,313.279,304.202,1009.22,326.334,341.338,927.188,336.825,381.514,901.735,296.765,385.238,949.339
1269,0,-196.195,206.007,1064.39,-138.413,187.256,1032.07,-219.363,260.846,979.765,-233.862,300.443,892.531,-246.07,335.546,860.603,-205.499,345.021,899.302,291.215,210.002,1084.21,242.155,178.798,1050.25,311.044,294.731,1001.18,322.812,328.384,917.98,334.032,367.487,891.398,294.122,373.159,939.072
1270,0,-195.001,198.284,1061.79,-136.561,179.818,1030.49,-218.916,250.187,975.39,-233.529,286.968,886.826,-246.621,320.463,854.531,-206.43,332.103,892.717,289.282,203.006,1080.06,239.318,171.634,1047.4,308.564,284.522,994.7,320.225,315.204,909.779,330.65,353.261,881.64,291.699,360.607,929.401
1271,0,-193.762,190.866,1059.24,-134.51,172.734,1028.51,-218.013,239.523,971.385,-233.152,273.792,881.764,-246.702,305.766,848.75,-206.926,319.262,886.485,287.69,195.984,1076.32,235.658,165.306,1044.76,306.335,274.316,987.541,316.787,301.536,902.261,327.282,339.047,872.454,289.013,348.237,920.832
1272,0,-192.171,183.311,1057.01,-131.899,166.568,1027.48,-217.175,229.279,967.896,-232.715,260.829,877.773,-246.69,291.31,843.39,-206.987,306.774,880.678,285.986,188.909,1072.88,231.599,159.456,1042.41,303.854,264.109,981.623,311.629,288.416,894.694,323.565,324.846,864.115,286.011,335.82,912.655
1273,0,-190.427,176.322,1055.22,-129.528,160.369,1026.93,-215.863,219.117,964.832,-232.209,247.981,874.094,-246.36,276.968,838.6,-206.901,294.137,875.566,284.32,181.618,1070.15,227.684,153.631,1040.44,301.098,254.513,975.756,307.883,275.624,888.518,319.653,310.926,856.277,283.258,323.827,904.935
1274,0,-188.292,169.303,1053.51,-127.574,155.05,1026.2,-214.78,209.177,962.47,-231.311,235.197,870.535,-245.875,263.043,834.238,-206.696,281.777,870.688,282.447,174.91,1067.44,224.247,147.575,1038.93,298.379,244.836,970.521,304.333,263.225,882.321,315.481,297.769,848.96,279.375,311.989,897.449
1275,0,-186.595,162.804,1052.16,-125.264,149.507,1025.91,-213.341,199.805,959.887,-230.141,222.467,867.419,-244.761,248.92,829.841,-206.671,269.993,866.012,280.875,168.636,1064.69,221.476,141.165,1037.9,295.601,235.422,965.814,300.578,251.593,877.3,311.047,285.144,842.592,275.684,300.642,891.038
1276,0,-185.232,156.519,1050.82,-123.161,144.369,1025.84,-211.729,190.981,957.805,-228.802,210.039,864.575,-243.863,235.301,826.032,-206.586,258.235,862.286,279.599,161.886,1062.68,219.441,134.392,1037.34,292.793,226.346,961.656,297.65,240.161,872.837,306.752,272.779,837.148,271.254,289.702,885.117
1277,0,-183.925,150.588,1049.78,-121.159,139.403,1025.97,-210.904,181.857,956.053,-227.627,198.424,862.143,-242.469,222.317,822.276,-206.516,247.01,858.587,277.857,155.523,1060.82,218.113,127.335,1037.2,290.011,217.727,957.964,294.065,229.348,869.007,302.34,261.077,832.021,267,279.391,879.841
1278,0,-182.547,144.974,1048.87,-119.272,134.571,1026.27,-209.596,173.645,954.193,-226.838,187.428,860.26,-241.47,210.165,819.358,-206.013,236.58,855.087,277.069,149.436,1059.51,217.392,120.139,1037.44,287.375,209.29,954.647,290.392,219.109,865.46,297.785,249.451,827.656,262.935,268.563,875.654
1279,0,-181.405,139.566,1048.17,-117.509,129.852,1026.69,-208.933,165.577,953.032,-226.007,177.419,858.486,-240.278,198.703,816.936,-205.365,226.311,852.394,275.137,144.062,1058.23,217.13,112.992,1037.99,284.918,201.213,951.773,286.795,209.015,862.691,293.753,238.864,823.961,259.505,259.405,871.971
1280,0,-180.552,134.394,1047.67,-115.88,125.238,1027.22,-208.147,158.143,952.161,-224.548,168.097,857.225,-239.061,188.111,814.937,-204.806,216.953,850.502,274.618,138.217,1057.97,217.151,106.104,1038.76,281.796,194.823,950.418,283.462,199.32,860.675,289.24,228.62,820.48,256.201,249.859,868.926
1281,0,-179.522,129.23,1047.3,-114.393,120.73,1027.82,-206.969,151.136,951.42,-223.768,159.364,856.424,-237.925,178.279,813.487,-204.133,208.353,848.436,273.126,133.627,1056.98,217.279,99.682,1039.67,279.811,187.935,949.605,279.86,190.819,858.461,285.367,219.04,817.885,252.552,241.505,866.219
1282,0,-178.844,124.492,1047.3,-113.053,116.342,1028.45,-206.054,144.775,950.895,-222.796,151.267,855.823,-237.038,169.212,812.486,-203.92,200.146,846.957,272.889,128.439,1057.14,217.362,93.909,1040.66,277.861,181.768,947.415,276.216,183.074,856.899,281.843,210.51,815.702,249.337,233.589,864.289
1283,0,-177.938,119.853,1047.32,-111.865,112.094,1029.11,-205.243,138.625,950.819,-221.856,143.722,855.44,-236.376,160.693,811.906,-203.754,192.403,846.105,272.423,124.346,1056.59,217.292,88.9194,1041.64,276.184,176.219,946.352,274.618,176.114,856.097,278.437,203.218,813.881,246.446,226.937,862.331
1284,0,-177.468,115.775,1047.59,-110.832,108.016,1029.75,-204.833,133.137,950.809,-221.013,136.691,855.375,-235.693,152.998,811.674,-203.359,185.476,845.392,272.035,119.463,1057.22,217.03,84.7776,1042.57,274.82,171.217,945.557,272.252,170.728,855.219,275.533,196.644,812.516,244.156,220.951,861.759
1285,0,-176.996,111.96,1047.96,-109.954,104.141,1030.36,-204.239,128.317,950.735,-220.33,130.328,855.322,-235.091,146.26,811.378,-203.171,179.675,844.585,271.997,116.157,1057.13,216.633,81.4547,1043.42,273.116,167.148,945.105,271.03,165.495,854.889,272.93,191.644,811.752,241.809,216.141,860.819
1286,0,-176.64,108.496,1048.31,-109.232,100.504,1030.91,-203.846,123.957,950.93,-218.537,124.946,855.103,-234.532,140.543,811.065,-202.994,174.184,844.644,272.083,112.455,1057.34,216.291,78.7977,1044.19,273.474,162.267,944.224,269.708,161.271,854.512,271.14,186.729,811.261,240.156,211.399,860.701
1287,0,-176.395,105.359,1048.71,-108.663,97.1466,1031.39,-203.673,120.116,951.088,-218.158,120.244,855.361,-233.808,135.291,811.212,-202.24,169.564,844.048,272.577,110.178,1057.9,216.226,76.5606,1044.91,272.874,159.568,945.072,268.521,157.589,854.713,270.12,183.088,811.232,239.235,208.05,860.654
1288,0,-176.366,102.439,1049.21,-108.243,94.1072,1031.78,-203.276,116.962,951.424,-217.986,116.305,855.477,-233.471,131.172,811.279,-202.34,165.446,844.305,272.93,107.861,1058.39,216.794,74.3994,1045.61,273.147,156.651,944.716,267.806,155.08,854.855,269.842,180.654,811.805,238.888,205.684,861.212
1289,0,-176.194,99.9322,1049.53,-107.969,91.4246,1032.06,-203.306,113.92,951.673,-219.069,113.018,856.156,-233.139,127.455,811.294,-201.898,162.266,843.855,273.582,106.021,1058.89,217.575,72.3313,1046.38,272.428,155.473,945.123,266.614,152.487,855.132,270.286,178.934,812.79,239.146,203.356,861.911
1290,0,-176.149,97.999,1049.85,-107.833,89.135,1032.23,-203.129,111.39,951.705,-218.095,110.515,855.999,-232.942,124.474,811.198,-202.358,159.296,844.514,274.617,104.486,1059.74,218.353,70.6051,1047.02,273.908,152.746,945.74,267.419,151.529,855.907,271.123,178.135,814.046,239.812,202.428,862.523
1291,0,-176.231,96.1933,1050.19,-107.827,87.2702,1032.27,-202.899,109.153,951.836,-217.896,108.183,856.045,-232.827,121.771,811.547,-202.954,157.077,844.577,275.327,103.868,1060.21,219.35,69.5097,1047.55,274.048,153.098,946.48,268.638,150.984,856.856,272.398,178.058,815.229,240.739,201.665,863.638
1292,0,-176.44,94.9833,1050.48,-107.942,85.8561,1032.19,-203.063,107.713,952.201,-218.765,106.168,856.667,-232.806,120.048,811.542,-203.428,155.75,844.521,276.314,103.451,1060.9,220.41,68.8079,1048.01,275.52,152.866,947.427,270.155,150.672,857.852,273.957,178.389,816.321,243.062,201.562,865.169
1293,0,-176.369,93.9699,1050.47,-108.168,84.9115,1031.98,-203.295,106.471,952.242,-217.426,105.156,856.293,-232.922,118.988,811.389,-204.107,154.625,844.727,277.263,103.176,1061.74,221.673,68.5342,1048.39,276.491,153.185,948.41,272.296,151.874,858.827,275.072,178.82,817.146,244.531,202.397,866.184
1294,0,-176.693,93.2861,1050.56,-108.492,84.4461,1031.64,-203.487,106.019,952.239,-217.49,104.538,856.372,-233.089,118.527,811.386,-204.487,154.097,844.952,278.197,103.061,1062.63,223.05,68.4657,1048.71,278.689,153.874,949.922,273.916,152.669,859.808,277.466,179.8,817.827,246.898,203.232,867.119
1295,0,-176.979,93.0251,1050.57,-108.9,84.4591,1031.19,-203.571,106.055,952.15,-218.192,104.812,857.052,-233.389,118.788,811.511,-204.706,154.371,845.049,279.687,103.466,1063.61,224.653,68.7953,1048.9,280.006,154.385,951.095,276.015,153.878,860.712,278.975,180.712,818.441,248.964,204.316,867.945
1296,0,-177.311,93.127,1050.48,-109.378,84.9378,1030.63,-203.978,106.58,952.163,-217.959,105.482,856.212,-233.712,119.64,811.637,-204.805,155.249,845.111,281.057,104.386,1064.17,226.269,68.9956,1049.21,282.378,155.366,951.399,278.262,154.992,861.587,281.058,181.705,819.103,251.292,205.586,868.869
1297,0,-177.727,93.708,1050.25,-109.91,85.8556,1029.98,-204.48,107.444,952.004,-219.228,107.013,856.384,-234.182,121.096,811.683,-204.859,156.493,845.168,281.889,105.239,1064.69,227.818,69.4537,1049.4,283.779,156.172,951.972,280.12,155.981,862.106,282.781,182.878,819.689,253.223,206.839,869.673
1298,0,-178.212,94.5799,1050.01,-110.477,87.1708,1029.26,-204.693,108.896,951.855,-218.862,108.894,855.834,-234.483,123.544,811.366,-204.849,158.073,845.183,283.127,106.184,1065.36,229.36,70.0644,1049.63,285.2,156.887,952.586,282.076,157.134,862.843,284.647,184.022,820.342,255.403,207.925,870.476
1299,0,-178.416,95.4995,1049.63,-111.062,88.8248,1028.49,-205.127,110.678,951.581,-219.993,111.153,856.113,-234.72,126.144,811.302,-205.003,160.425,845.186,284.293,107.324,1065.86,230.876,70.4807,1050.1,286.756,158.575,953.616,283.28,158.168,863.341,286.513,185.274,820.877,257.065,208.941,871.02
1300,0,-179.085,96.8865,1049.41,-111.644,90.7406,1027.71,-205.252,112.755,951.259,-220.161,114.1,855.721,-235.243,129.159,811.436,-205.148,163.311,845.219,285.03,108.332,1066.3,232.117,71.0059,1050.25,287.248,160.205,954.499,285.624,159.488,863.987,288.101,186.519,821.487,258.967,209.828,871.533
1301,0,-179.143,98.4035,1048.84,-112.156,92.5629,1027.03,-205.639,115.047,950.994,-220.027,117.284,855.25,-235.212,132.933,811.136,-204.964,166.199,845.443,285.694,109.4,1066.84,233.38,71.6558,1050.54,288.783,160.507,954.717,287.138,160.668,864.58,289.972,187.909,822.252,259.799,210.662,872.26
1302,0,-179.755,100.235,1048.6,-112.743,95.1076,1026.23,-205.825,117.791,950.764,-220.595,120.741,855.285,-235.533,136.727,811.368,-205.216,169.935,845.898,286.192,110.298,1067.3,234.448,72.1383,1050.82,290.088,161.239,955.132,288.707,161.856,865.03,290.985,189.126,822.982,260.595,211.668,872.856
1303,0,-179.725,102.143,1047.94,-113.206,97.2573,1025.58,-205.915,120.542,950.42,-220.338,124.544,854.729,-235.437,141.174,811.114,-204.964,173.631,845.973,286.905,111.176,1067.79,235.276,72.3491,1051.2,290.099,162.759,955.905,290.025,162.721,865.634,292.983,190.556,823.876,261.494,212.541,873.418
1304,0,-180.228,104.16,1047.7,-113.52,98.9777,1025.16,-206.116,123.513,950.353,-220.836,128.643,854.875,-235.703,145.742,811.48,-205.16,177.885,846.627,287.46,111.834,1068.08,235.896,72.548,1051.41,290.292,164.061,956.664,291.101,163.576,866.05,294.203,191.58,824.568,262.298,213.177,873.972
1305,0,-180.327,106.614,1047.21,-113.809,100.655,1024.81,-206.088,126.691,950.158,-220.827,133.171,854.857,-235.331,150.89,811.461,-205.06,182.383,847.068,287.755,112.404,1068.38,236.451,72.9152,1051.44,290.823,164.468,956.98,292.145,164.685,866.427,295.059,192.609,825.18,262.814,213.665,874.445
1306,0,-180.484,108.89,1046.82,-114.132,102.765,1024.6,-206.163,130.117,949.863,-220.757,137.801,854.685,-235.335,156.126,811.677,-204.791,187.195,847.763,287.875,112.897,1068.59,236.749,73.3272,1051.54,291.413,164.787,957.117,293.119,165.341,866.663,296.473,193.592,825.915,263.07,213.894,874.706
1307,0,-180.842,111.548,1046.61,-114.502,104.977,1024.25,-206.058,133.855,949.838,-220.626,142.585,854.798,-234.983,161.742,812.013,-204.395,192.403,848.431,287.998,113.381,1068.73,237.048,73.7894,1051.56,291.759,165.699,957.558,293.624,165.737,866.879,297.422,194.422,826.538,263.263,214.307,874.951
1308,0,-181.002,114.607,1046.23,-114.565,106.102,1024.09,-205.819,137.925,949.707,-219.241,148.123,854.462,-234.676,168.181,812.256,-203.801,197.783,849.215,288.023,113.746,1068.87,237.168,74.0863,1051.47,291.98,165.466,957.35,294.05,166.175,867.045,297.751,195.007,826.95,263.354,214.692,875.072
1309,0,-181.164,117.941,1045.95,-115.239,109.934,1023.53,-205.856,142.456,949.79,-220.045,153.767,854.874,-234.165,174.517,812.838,-203.145,203.608,850.112,287.977,113.989,1068.85,237.674,73.7372,1051.46,291.996,165.813,957.438,294.311,166.555,867.109,297.985,195.392,827.246,263.389,214.895,875.098
1310,0,-181.41,121.485,1045.72,-115.698,112.637,1023.45,-205.873,147.424,950.043,-219.907,159.848,855.534,-233.801,181.198,813.571,-202.9,209.767,851.312,287.927,114.105,1068.88,237.771,73.756,1051.29,292.203,165.468,957.623,294.49,166.734,867.179,298.212,195.618,827.385,263.431,214.995,875.135
1311,0,-181.633,125.418,1045.71,-116.176,114.593,1023.76,-205.601,152.608,950.261,-219.188,166.619,855.62,-233.388,188.557,814.138,-202.268,216.429,852.26,287.803,114.176,1068.8,237.599,73.7848,1051.14,292.103,165.658,957.662,294.569,166.997,867.137,298.297,195.98,827.545,263.43,215.173,875.134
