

,,xiya:LeftElbow1,,,xiya:LeftElbow2,,,xiya:LeftElbow3,,,xiya:LeftHand1,,,xiya:LeftHand2,,,xiya:LeftHand3,,,xiya:RightElbow1,,,xiya:RightElbow2,,,xiya:RightElbow3,,,xiya:RightHand1,,,xiya:RightHand2,,,xiya:RightHand3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1312,0,-181.797,129.837,1045.82,-116.849,117.621,1023.71,-205.795,158.166,951.008,-218.744,173.623,855.99,-232.988,196.179,814.991,-201.822,222.871,853.844,287.7,114.045,1068.64,237.562,73.7221,1050.94,292.157,165.493,957.502,294.426,167.118,867.093,298.198,196.188,827.513,263.322,215.335,875.117
1313,0,-181.961,134.506,1045.97,-118.136,121.117,1023.85,-205.711,164.004,951.533,-218.782,180.789,856.926,-232.938,204.114,815.975,-201.151,230.299,855.023,287.561,113.782,1068.48,237.471,73.5079,1050.77,291.704,165.768,957.729,294.263,167.184,867.05,298.035,196.283,827.488,263.143,215.393,875.094
1314,0,-182.311,139.437,1046.16,-119.315,124.916,1023.98,-205.817,170.366,952.309,-218.716,188.432,857.896,-232.766,212.44,817.487,-200.583,238.081,856.67,287.445,113.465,1068.26,237.401,73.1858,1050.55,291.626,165.452,957.462,293.866,167.21,866.951,297.628,196.428,827.352,262.926,215.409,875.046
1315,0,-182.537,144.766,1046.45,-120.478,129.259,1024.09,-206.225,177.099,953.429,-217.953,196.61,858.682,-232.514,221.322,819.139,-200.449,246.051,858.847,287.286,113.115,1068.06,237.304,72.7801,1050.29,291.051,165.522,957.489,293.505,167.266,866.815,297.22,196.53,827.104,262.629,215.364,874.977
1316,0,-182.776,150.636,1047.01,-121.475,134.181,1024.18,-206.492,184.612,954.542,-218.041,205.36,860.156,-232.325,231.293,821.064,-200.021,254.758,861.048,287.141,112.76,1067.83,237.199,72.3349,1050.04,290.668,165.288,957.393,292.878,167.366,866.661,296.52,196.692,826.891,262.06,215.126,874.776
1317,0,-183.183,156.474,1047.71,-122.185,139.688,1024.29,-206.436,192.063,955.828,-219.102,214.902,862.329,-232.551,242.032,823.603,-199.381,264.125,863.676,286.976,112.269,1067.62,237.016,71.8418,1049.78,290.033,165.784,957.435,292.135,167.509,866.624,295.552,196.848,826.673,261.315,214.961,874.587
1318,0,-184.078,162.716,1049.11,-123.165,145.87,1024.84,-206.836,200.144,957.835,-219.655,225.074,864.803,-232.938,253.14,826.751,-198.578,273.994,867.029,286.852,111.818,1067.46,236.931,71.4222,1049.57,289.627,165.75,956.814,291.272,167.332,866.372,294.445,196.706,826.492,260.258,214.866,874.555
1319,0,-183.464,169.225,1050.02,-122.155,152.401,1024.53,-206.926,208.967,960.061,-220.263,236.123,867.689,-233.194,264.793,830.56,-198.157,284.355,870.775,286.686,111.295,1067.25,236.801,70.9305,1049.41,289.023,165.552,956.699,290.593,167.175,866.188,293.285,196.604,826.31,259.16,214.696,874.678
1320,0,-184.543,176.073,1051.99,-122.856,158.854,1025.52,-207.323,217.658,963.167,-220.773,247.47,871.131,-233.538,276.811,834.826,-198.218,295.078,875.436,286.492,110.511,1066.91,236.632,70.2597,1049.17,288.523,164.516,956.193,289.474,166.927,865.934,291.92,196.591,826.024,258.211,214.624,874.73
1321,0,-184.64,183.33,1053.89,-122.685,167.296,1026.86,-207.473,227.489,966.256,-221.412,259.022,875.347,-234.131,289.647,839.492,-198.337,306.728,880.125,286.403,109.825,1066.54,235.665,70.5674,1048.82,287.727,164.251,956.059,288.704,166.533,865.743,290.606,196.414,825.748,256.792,214.534,874.648
1322,0,-184.305,190.576,1056.38,-123.099,174.725,1028.31,-208.202,237.207,970.146,-221.747,271.247,879.6,-234.876,302.939,845.093,-198.841,318.553,886.133,286.379,109.204,1066.17,235.664,70.1277,1048.48,286.545,164.171,956.254,287.554,166.254,865.431,289.302,196.276,825.471,255.436,214.123,874.594
1323,0,-185.015,198.472,1058.99,-124.026,182.127,1030.42,-208.791,247.575,974.626,-222.509,283.954,884.936,-235.798,316.724,851.771,-199.289,330.969,892.713,286.359,108.564,1065.75,235.677,69.5123,1048.09,285.935,164.064,955.914,286.598,166.05,865,287.945,196.266,825.174,254.574,213.589,874.437
1324,0,-185.472,206.304,1062.56,-125.175,189.941,1032.64,-208.919,258.169,979.318,-223.146,297.321,891.106,-236.578,331.615,858.916,-199.635,344.189,900.269,286.303,108.007,1065.27,235.605,68.7941,1047.77,284.96,163.837,955.211,285.499,165.984,864.707,286.261,196.036,824.806,253.39,213.185,874.05
1325,0,-185.543,214.349,1066.25,-125.155,199.275,1035.59,-209.579,269.04,985.016,-224.144,311.199,898.233,-237.67,346.417,867.462,-200.413,357.705,908.85,286.205,107.701,1064.9,235.571,67.9886,1047.51,284.404,163.616,955.011,284.259,166.1,864.524,284.651,195.982,824.344,251.518,212.843,873.905
1326,0,-185.711,222.683,1070.51,-126.246,208.171,1039.3,-209.971,279.982,991.473,-225.107,325.735,906.359,-238.832,361.691,877.077,-201.225,371.282,918.55,286.137,107.456,1064.49,235.579,67.34,1047.26,284.057,162.838,954.323,282.73,165.71,864.014,283.453,195.986,824.041,250.333,212.636,873.851
1327,0,-185.957,231.147,1075.54,-124.844,220.018,1044.06,-210.647,291.666,998.962,-226.038,340.351,915.412,-240.119,377.396,887.965,-201.951,385.417,929.501,285.987,107.284,1063.95,236.291,66.2932,1046.7,282.472,162.974,953.995,281.209,165.626,863.248,281.676,195.954,823.599,248.55,212.412,873.556
1328,0,-186.307,239.835,1081.27,-123.576,231.919,1049.47,-211.483,303.278,1007.46,-227.085,355.253,925.744,-241.3,393.366,900.036,-202.887,399.778,941.234,285.837,107.111,1063.43,236.398,65.7958,1046.14,281.608,162.884,953.82,280.472,165.813,863.153,279.823,195.804,823.211,246.769,211.884,873.439
1329,0,-186.679,248.65,1087.72,-124.419,241.778,1055.21,-211.86,315.312,1016.56,-228.011,370.359,937.227,-242.438,409.517,913.315,-203.471,414.136,954.115,285.69,106.918,1062.98,236.348,65.2585,1045.69,281.162,162.192,953.287,279.407,165.826,862.608,278.569,195.627,822.885,245.686,211.551,873.179
1330,0,-187.224,257.528,1094.84,-125.219,251.233,1061.24,-212.809,327.397,1026.93,-228.771,385.611,949.572,-243.692,425.995,928.031,-204.222,428.601,968.56,285.622,106.883,1062.47,236.295,64.7634,1045.24,280.39,162.008,952.89,278.3,165.819,862.162,276.476,195.936,822.489,243.818,211.093,872.8
1331,0,-187.463,266.448,1102.6,-125.826,261.366,1067.97,-213.363,339.537,1038.05,-229.73,400.886,963.725,-244.869,442.362,944.158,-204.79,443.042,984.203,285.481,106.692,1062.06,236.405,64.4239,1044.87,279.387,162.724,952.764,277.399,165.713,861.957,275.241,195.854,822.097,242.338,210.862,872.797
1332,0,-188.032,275.049,1111.18,-126.553,271.24,1075.31,-214.114,351.346,1050.17,-230.991,416.413,978.929,-245.903,458.317,961.467,-205.324,457.109,1000.95,285.418,106.525,1061.69,236.516,64.16,1044.46,278.707,161.436,952.253,276.171,165.695,861.791,273.636,195.867,821.716,240.875,210.746,872.705
1333,0,-188.417,283.64,1120.44,-127.096,281.307,1083.41,-214.542,362.822,1063.22,-232.185,431.468,995.522,-246.639,474.184,979.989,-205.737,470.724,1018.98,285.232,106.406,1061.36,236.629,63.8196,1044.04,277.664,161.761,952.445,274.808,165.766,861.644,271.823,195.892,821.49,239.139,210.55,872.625
1334,0,-188.788,291.998,1130.45,-127.579,291.292,1092.3,-215.144,374.144,1077.39,-232.801,445.911,1013.13,-247.196,489.46,999.966,-205.884,483.741,1038.18,285.042,106.204,1061.05,236.614,63.4728,1043.61,276.851,161.982,952.042,274.058,165.941,861.681,270.469,196.064,821.265,237.882,210.356,872.543
1335,0,-188.896,299.983,1141.35,-128.038,301.056,1101.98,-215.457,384.896,1092.41,-233.249,459.84,1031.9,-247.647,504.035,1020.82,-206.139,496.199,1058.61,284.852,106,1060.81,236.62,63.0475,1043.26,275.796,162.363,952.109,273.474,166.263,861.725,269.069,196.189,821.13,236.593,210.384,872.613
1336,0,-189.14,307.832,1152.56,-128.501,310.477,1112.43,-215.696,395.245,1108.26,-233.387,473.069,1051.65,-247.83,517.729,1043.19,-206.201,508.161,1080.21,284.627,105.778,1060.55,236.567,62.5693,1043.02,274.637,161.857,952.216,272.825,166.665,861.657,267.656,196.352,821.013,234.957,210.1,872.752
1337,0,-189.383,315.204,1164.52,-128.983,319.454,1123.61,-215.56,404.658,1124.92,-233.42,485.517,1072.36,-248.093,530.393,1066.91,-205.965,518.674,1102.64,284.414,105.583,1060.39,236.501,62.1355,1042.78,274.211,162.052,952.025,271.187,166.836,861.61,266.156,196.556,820.949,233.4,209.293,872.519
1338,0,-189.424,321.647,1176.98,-129.49,327.9,1135.48,-215.284,413.511,1142.25,-233.15,496.928,1094.34,-247.823,542.134,1091.4,-205.56,528.423,1125.86,284.107,105.29,1060.17,236.497,61.8091,1042.66,273.728,161.789,951.985,270.442,167.1,861.67,265.084,196.484,820.952,232.196,209.432,872.579
1339,0,-189.117,327.932,1189.91,-130.019,335.748,1147.97,-215.096,421.585,1160.16,-232.76,507.667,1116.87,-247.561,552.884,1116.71,-204.965,537.221,1150.19,283.848,104.902,1059.97,236.352,61.3547,1042.37,273.274,161.67,951.902,269.673,167.045,861.772,264.218,196.708,821.163,230.998,209.048,872.593
1340,0,-189.042,333.554,1203.28,-130.56,342.947,1160.99,-214.628,428.979,1178.73,-232.406,517.376,1140.34,-246.963,562.394,1142.76,-204.218,544.908,1174.71,283.551,104.292,1059.71,236.067,60.7334,1042.14,272.772,161.579,951.8,269.111,167.176,861.887,263.328,196.951,821.335,230.051,208.794,872.721
1341,0,-188.768,338.551,1217.15,-131.096,349.462,1174.47,-214.541,435.348,1198.09,-231.271,525.739,1164.44,-246.318,570.995,1169.56,-203.074,551.471,1200.07,283.32,103.845,1059.54,235.786,60.147,1041.95,271.365,161.785,952.015,268.618,167.246,861.98,262.768,197.55,821.687,229.066,208.406,872.732
1342,0,-188.272,342.907,1231.09,-131.605,355.276,1188.31,-213.738,440.982,1217.44,-230.129,533.095,1188.88,-244.794,578.232,1196.37,-201.93,556.667,1225.86,283.154,103.243,1059.33,235.612,59.5459,1041.75,270.617,161.098,952.133,268.2,167.404,862.008,262.181,197.73,821.87,228.656,208.661,873.076
1343,0,-187.831,346.604,1245.45,-132.057,360.386,1202.43,-212.412,445.668,1237.05,-229.296,539.424,1214.04,-243.399,584.125,1223.83,-200.036,560.919,1251.54,283.001,102.528,1059.06,235.512,58.8572,1041.61,270.323,160.983,952.036,267.926,167.369,861.99,261.691,197.849,822.049,227.763,207.906,873.106
1344,0,-187.332,350.036,1259.93,-132.422,364.807,1216.75,-211.393,449.336,1256.96,-227.697,544.572,1239.05,-242.032,588.455,1251.69,-198.709,563.826,1277.65,282.957,101.85,1058.81,235.3,58.2027,1041.36,270.611,160.607,952.124,267.723,167.447,862.001,261.447,197.901,822.205,227.018,207.715,873.261
1345,0,-186.868,352.601,1274.28,-132.662,368.569,1231.2,-210.059,452.27,1276.62,-227.322,548.318,1264.9,-240.096,591.469,1279.58,-196.349,565.227,1303.26,282.962,101.239,1058.63,235.13,57.6354,1041.01,270.304,159.653,952.245,267.532,167.385,861.961,261.34,197.881,822.271,226.622,207.471,873.281
1346,0,-185.783,354.55,1288.94,-132.74,371.718,1245.7,-208.449,453.951,1296.59,-225.778,551.19,1289.72,-238.433,593.183,1307.36,-194.227,565.604,1328.95,282.982,100.585,1058.43,235.234,56.6445,1040.86,270.075,160.428,951.951,267.619,167.178,861.903,261.377,197.767,822.207,226.389,207.122,873.227
1347,0,-184.697,355.725,1303.48,-132.595,374.325,1260.22,-207.235,454.88,1316.37,-223.839,552.552,1314.64,-236.438,593.624,1334.89,-191.864,564.475,1354.25,282.859,100.025,1058.24,235.057,56.0775,1040.6,270.021,160.194,951.904,267.702,167.045,861.806,261.389,197.49,822.062,226.302,206.752,873.088
1348,0,-183.832,356.175,1318.26,-132.326,376.442,1274.64,-204.997,454.832,1335.62,-221.672,552.6,1339.38,-233.771,592.743,1361.76,-189.333,562.614,1379.1,282.711,99.4993,1058.11,234.791,56.0848,1040.27,270.025,159.997,951.956,267.761,166.634,861.733,261.578,197.118,821.842,226.507,206.424,872.94
1349,0,-182.684,356.273,1332.79,-131.586,377.981,1289.15,-203.051,453.922,1354.95,-219.328,551.624,1363.53,-231.621,590.639,1388.57,-186.642,559.436,1403.49,282.616,98.8173,1058.04,234.78,55.1224,1040.17,270.066,159.674,951.866,267.978,166.078,861.732,261.861,196.521,821.642,226.905,205.811,872.745
1350,0,-181.654,355.565,1347.1,-130.901,379.5,1303.2,-200.899,451.89,1374.49,-216.994,549.445,1387.41,-228.959,587.83,1414.58,-183.863,555.32,1427.45,282.639,98.1979,1057.91,234.652,54.4706,1040.08,270.219,159.374,952.003,268.492,165.606,861.642,262.188,195.763,821.425,227.31,205.303,872.584
1351,0,-178.224,354.615,1360.3,-130.108,379.675,1317.38,-200.169,449.348,1393.35,-214.46,546.29,1410.86,-225.92,583.509,1439.74,-180.999,550.422,1450.72,282.572,97.5519,1057.86,234.459,54.2163,1040,270.766,157.516,951.016,268.91,165.109,861.635,262.515,195.094,821.363,227.477,204.856,872.553
1352,0,-176.469,352.952,1373.91,-128.624,379.628,1330.68,-197.75,446.036,1411.42,-211.771,542.17,1433.64,-221.661,578.312,1463.68,-177.822,544.427,1473.18,282.529,96.7856,1057.82,234.588,53.1137,1040.04,271.228,156.636,950.654,269.305,164.499,861.479,262.89,194.414,821.174,227.696,204.519,872.585
1353,0,-174.538,350.994,1386.91,-127.525,379.607,1344.37,-195.306,442.158,1428.81,-208.902,537.146,1455.65,-218.668,571.979,1487.27,-174.939,537.527,1495.38,282.588,96.0427,1057.85,234.665,52.5481,1039.85,271.313,155.966,950.724,269.698,163.764,861.32,263.346,193.514,820.946,228.218,203.717,872.34
1354,0,-172.234,348.179,1399.43,-126.041,378.358,1357.3,-192.844,437.618,1445.46,-206.091,531.321,1476.77,-216.326,564.926,1510.27,-171.461,530.005,1515.86,282.649,95.2783,1057.75,234.618,52.034,1039.77,271.083,156.156,950.927,270.051,162.838,861.037,263.894,192.316,820.627,228.937,202.731,871.896
1355,0,-170.475,345.106,1411.63,-125.261,377.58,1369.8,-190.154,432.457,1461.45,-202.994,524.772,1496.9,-212.731,556.981,1532,-168.221,522.038,1535.35,282.724,94.5483,1057.71,234.593,51.417,1039.57,272.04,154.421,950.523,270.271,162.141,860.821,264.396,191.317,820.215,229.694,201.733,871.307
1356,0,-168.5,341.684,1423.37,-123.979,375.367,1381.83,-187.43,426.823,1476.86,-199.82,517.604,1515.99,-209.897,548.433,1553.47,-165.212,513.168,1554.39,282.732,93.5936,1057.62,234.513,50.7049,1039.43,271.846,153.546,950.667,270.723,161.041,860.607,264.919,190.194,819.954,230.122,201.142,871.208
1357,0,-166.311,337.805,1434.51,-122.494,373.451,1393.59,-184.864,420.757,1491.71,-196.853,510.087,1534.43,-207.62,538.173,1573.81,-161.169,504.333,1572.63,282.675,92.8948,1057.54,234.404,50.0159,1039.18,272.261,152.675,950.671,271.231,159.95,860.481,265.579,188.947,819.701,230.671,200.787,871.366
1358,0,-164,333.789,1445.24,-121.161,370.836,1404.98,-182.141,414.329,1505.92,-193.758,502.001,1552.26,-203.877,529.168,1593.26,-157.937,494.588,1590.03,282.646,92.0679,1057.39,234.271,49.2199,1039.11,272.366,152.74,950.792,271.581,158.801,860.303,266.119,188,819.422,231.206,199.365,870.852
1359,0,-161.998,329.411,1455.45,-119.593,367.985,1415.89,-178.709,407.774,1519.08,-190.811,493.359,1569.35,-200.647,518.949,1611.64,-155.001,484.459,1606.31,282.547,91.338,1057.29,234.176,48.4768,1039.08,272.633,151.576,950.546,271.913,157.261,860.117,266.673,186.793,819.119,231.82,198.273,870.353
1360,0,-160.605,324.75,1465.26,-118.072,364.946,1426.26,-176.325,400.793,1531.86,-187.776,484.419,1585.7,-197.763,508.388,1628.79,-152.053,473.915,1621.97,282.571,90.6383,1057.23,234.093,47.5988,1039.1,273.281,149.887,950.337,272.333,155.946,859.97,267.082,185.735,818.848,232.353,197.561,870.044
1361,0,-159.059,320.098,1474.23,-116.863,361.503,1436.51,-173.539,393.574,1543.7,-184.91,475.165,1600.87,-194.239,497.896,1644.8,-148.928,463.356,1636.55,282.582,89.9337,1057.12,233.994,46.6639,1039.05,273.649,148.606,949.522,272.605,155.248,859.753,267.464,184.757,818.624,232.643,197.103,869.923
1362,0,-157.041,315.387,1482.84,-115.102,358.301,1445.79,-171.264,386.181,1554.9,-181.604,465.96,1614.53,-189.164,487.846,1659.72,-146.019,452.545,1650.16,282.762,89.0141,1056.94,234.095,45.9148,1038.98,273.982,147.851,949.402,272.925,154.356,859.565,268.076,183.749,818.49,233.107,196.451,869.664
1363,0,-155.485,310.233,1490.97,-113.984,354.556,1454.92,-169.269,378.659,1565.7,-178.538,456.41,1627.81,-186.168,476.825,1673.9,-143.49,441.337,1662.88,282.938,88.3216,1056.75,234.212,45.2768,1038.98,274.523,147.501,949.457,273.443,153.193,859.392,268.411,182.635,818.142,233.56,194.771,869.124
1364,0,-153.551,305.214,1498.46,-112.782,350.581,1463.67,-166.563,371.192,1575.68,-175.427,446.9,1640.31,-183.314,465.54,1687.26,-141.025,430.273,1674.84,283.064,87.5773,1056.56,234.4,44.79,1038.74,274.54,146.662,949.426,273.741,152.395,859.188,268.681,181.632,817.98,234.2,193.68,868.895
1365,0,-152.137,299.915,1505.78,-111.498,346.528,1471.93,-164.735,363.493,1585.29,-172.701,437.1,1652.32,-180.435,454.038,1699.93,-137.987,419.215,1686.23,283.173,86.9172,1056.41,234.593,44.2195,1038.66,274.715,146.224,949.292,274.125,151.489,859.028,268.931,180.635,817.723,234.567,192.904,868.935
1366,0,-150.675,294.552,1512.71,-110.329,342.197,1479.86,-162.621,355.548,1594.39,-170.079,427.023,1663.83,-177.712,442.314,1712.11,-135.496,408.06,1697.08,283.294,86.2815,1056.37,234.628,43.5382,1038.57,275.023,145.648,948.793,274.632,150.595,859.052,269.284,179.594,817.477,234.848,192.294,869.109
1367,0,-149.233,288.91,1519.57,-109.612,338.011,1487.39,-160.53,347.677,1602.84,-168.075,416.699,1674.91,-174.97,430.527,1723.64,-132.714,396.742,1707.25,283.416,85.704,1056.28,234.746,43.0478,1038.45,275.507,143.866,948.207,274.986,149.732,858.843,269.437,178.835,817.182,235.36,191.928,869.334
1368,0,-147.793,283.772,1525.64,-108.873,333.777,1494.75,-158.773,339.438,1611.08,-165.46,406.539,1685.19,-173.453,418.709,1734.28,-130.247,385.951,1716.41,283.484,85.1437,1056.23,234.81,42.5081,1038.38,275.738,142.957,948.119,275.102,148.846,858.633,269.598,177.9,816.9,235.515,190.348,868.663
1369,0,-146.423,278.107,1531.44,-107.842,329.366,1501.5,-156.727,331.6,1618.49,-163.928,396.326,1694.73,-171.161,407.354,1743.99,-128.357,374.727,1725.01,283.55,84.675,1056.19,234.899,42.0018,1038.38,275.735,142.576,948.111,275.366,147.947,858.364,269.804,176.938,816.73,235.894,190.129,868.704
1370,0,-145.151,272.535,1537.11,-107.045,324.901,1508.07,-155.485,323.581,1625.65,-161.974,386.253,1703.55,-169.221,395.732,1753.11,-126.51,363.534,1733.08,283.663,84.1669,1056.2,234.972,41.5245,1038.3,275.766,142.145,947.638,275.578,147.309,858.221,270.032,176.096,816.635,236.092,189.283,868.305
1371,0,-143.088,266.987,1542.08,-106.338,320.22,1514.4,-153.928,315.454,1632.3,-160.227,376.249,1711.85,-167.488,383.986,1761.61,-124.73,352.468,1740.74,283.712,83.7339,1056.17,235.119,41.1827,1038.18,275.953,141.491,947.451,275.711,146.692,858.094,270.251,175.524,816.442,235.99,188.162,867.716
1372,0,-142.431,261.348,1547.02,-105.452,315.294,1520.61,-152.309,307.306,1638.76,-158.703,366.087,1719.71,-165.807,372.335,1769.84,-122.948,341.671,1747.91,283.809,83.2495,1056.22,235.149,40.6585,1038.19,276.019,141.007,947.474,275.83,146.198,858.011,270.438,175.097,816.41,236.336,188.176,867.798
1373,0,-141.555,255.809,1551.86,-104.954,310.646,1526.17,-151.132,299.26,1644.57,-157.169,355.792,1727.1,-165.183,359.934,1778.09,-121.377,330.796,1754.41,283.988,82.6694,1056.24,235.241,40.1812,1038.16,275.889,140.485,947.462,275.827,145.556,857.835,270.718,174.471,816.324,236.394,187.675,867.612
1374,0,-140.492,250.169,1556.1,-104.81,306.463,1531.64,-149.982,291.265,1650.04,-155.774,345.48,1734.33,-163.99,347.927,1785.26,-119.856,320.128,1760.57,284.155,82.2087,1056.25,235.333,39.8623,1038.21,275.755,140.334,947.782,276.004,144.973,857.638,271.006,173.95,816.252,236.461,187.35,867.388
1375,0,-139.623,244.53,1560.4,-104.254,301.292,1536.94,-148.833,283.285,1655.21,-154.757,335.293,1740.75,-161.241,336.749,1791.1,-118.915,309.175,1766.59,284.257,81.7558,1056.19,235.297,39.453,1038.26,275.645,139.949,948.043,276.091,144.31,857.444,271.204,173.387,816.088,236.616,187.013,867.251
1376,0,-138.796,239.299,1564,-104.255,297.027,1541.72,-147.771,275.377,1660.11,-153.655,325.141,1746.9,-160.059,325.225,1797.25,-117.581,298.565,1771.63,284.413,81.2952,1056.16,235.384,39.1279,1038.21,276.392,139.184,947.677,276.277,143.868,857.295,271.42,172.789,815.876,236.955,186.716,867.088
1377,0,-138.021,233.66,1567.57,-103.91,292.254,1546.36,-146.618,267.73,1664.56,-152.402,315.508,1752.28,-159.114,313.972,1802.57,-116.41,288.367,1776.44,284.526,81.0164,1056.04,235.297,38.775,1038.1,276.265,139.398,947.816,276.434,143.466,857.143,271.616,172.377,815.725,237.342,186.372,866.933
1378,0,-137.5,228.48,1570.87,-103.946,287.834,1550.67,-145.699,260.084,1668.51,-151.337,305.815,1757.38,-158.071,302.983,1807.55,-115.41,278.37,1780.87,284.58,80.6969,1055.88,235.241,38.5679,1037.98,276.591,139.212,947.647,276.565,143.202,856.991,271.718,172.127,815.555,237.644,186.11,866.769
1379,0,-136.961,223.155,1573.74,-103.767,283.15,1554.56,-145.108,252.573,1672.35,-150.466,296.432,1762.16,-157.331,292.095,1812.21,-114.353,268.406,1784.83,284.657,80.4403,1055.76,235.299,38.5006,1037.8,276.734,138.893,947.479,276.774,142.845,856.882,271.889,171.807,815.345,238.092,185.767,866.58
1380,0,-136.505,218.198,1576.52,-104.111,278.483,1558.47,-144.404,245.451,1675.92,-149.736,287.157,1766.67,-156.373,281.31,1816.37,-113.375,258.636,1788.45,284.723,80.219,1055.65,235.175,38.3187,1037.74,276.979,138.515,947.32,276.848,142.65,856.73,272.067,171.537,815.16,238.155,184.845,866.029
